datadate	Fiscal Year	tic	Company Name	Nation	Total Assets	Return on Assets	Net Income	Cost of Goods Sold	Total Revenue	Expense: R&D	Expense: Admin, Selling	# Employees	Description	Log Total Assets	Log R&D
20101231	2010	AWAY	HOMEAWAY INC	USA	$489.74 	0.03457739	$16.93 	$23.57 	$167.88 	$18.70 	$114.17 	842	HomeAway, Inc. operates an online marketplace for the vacation rental industry.	6.193878722	2.928683939
20101231	2010	APAD	APACHE DESIGN SOLUTIONS-REDH	USA	$52.71 	0.062681414	$3.30 	$6.21 	$44.05 	$11.52 	$29.37 	257	Apache Design Solutions, Inc. provides power analysis and optimization software solutions for designing integrated circuits (ICs) and electronic systems.	3.964824162	2.443737373
20101231	2010	QIHU	QIHOO 360 TECHNOLGY CO  -ADR	CHN	$87.81 	0.096893222	$8.51 	$5.41 	$57.67 	$24.51 	$42.16 	860	Qihoo 360 Technology Co. Ltd. provides Internet and mobile security products in the People's Republic of China.	4.475152613	3.198877178
20101231	2010	VNET	21VIANET GROUP INC	CHN	$109.94 	-0.351974313	($38.70)	$56.57 	$79.58 	$3.02 	$52.40 	582	21Vianet Group, Inc. provides carrier-neutral Internet data center services in China.	4.699907474	1.104925651
20101231	2010	RENN	RENREN INC  -ADR	CHN	$456.47 	-0.140544697	($64.16)	$10.36 	$76.54 	$23.70 	$51.49 	1570	Renren Inc. operates a social networking Internet platform in China. Its platform enables users to connect and communicate with each other; share information and user-generated content; play online games; listen to music; and shop for deals.	6.123531743	3.165432853
20101231	2010	Z	ZILLOW INC  -REDH	USA	$24.01 	-0.282097197	($6.77)	$3.27 	$30.47 	$7.80 	$32.33 	252	Zillow, Inc. operates an online real estate information marketplace.	3.17859535	2.054123734
20101231	2010	DATE	JIAYUAN.COM INTL LTD	CHN	$24.89 	0.101775956	$2.53 	$8.65 	$25.39 	$0.06 	$12.51 	382	Jiayuan.com International Ltd. operates an online dating platform in the People's Republic of China. The company, through its Website, Jiayuan.com, provides single adults with opportunities to meet, interact, and form a long-term relationship aimed towards marriage.	3.21438576	-2.847312268
20101231	2010	YNDX	YANDEX NV	NLD	$413.46 	0.302528183	$125.08 	$84.71 	$409.63 	$67.93 	$128.16 	2385	Yandex N.V. operates an Internet search engine in Russia.	6.024558356	4.218507205
20101231	2010	FENG	PHOENIX NEW MEDIA LTD  -ADR	CHN	$67.77 	0.165641094	$11.23 	$44.14 	$80.11 	$4.70 	$22.29 	836	Phoenix New Media Limited provides content on an integrated platform across Internet, mobile, and TV channels in the People's Republic of China.	4.216075351	1.54734972
20101231	2010	PEER	INTELEPEER INC  -REDH	USA	$47.19 	-0.246233073	($11.62)	$91.03 	$111.55 	$4.07 	$17.31 	115	IntelePeer, Inc. provides on-demand cloud-based communications services to service providers and enterprises.	3.854118431	1.403397269
20101231	2010	WHSM	WHITESMOKE INC-REDH	ISR	$0.97 	-1.982546201	($1.93)	$0.45 	$5.08 	$0.80 	$5.76 	67	WhiteSmoke, Inc. engages in the design, development, and sale of software solutions and services that assist users to create, translate, examine, correct, and enhance English texts.	-0.026343975	-0.221894332
20101231	2010	READ	CLOUDARY CORP  -ADR -REDH	CHN	$123.32 	-0.055131199	($6.80)	$44.18 	$59.55 	$0.91 	$20.90 	778	Cloudary Corporation, together with its subsidiaries, provides literature and other publications through Websites, offline publication, and wireless distribution in the People's Republic of China.	4.814815038	-0.091019398
20101231	2010	TAOM	TAOMEE HOLDINGS LTD -ADR	CHN	$53.03 	0.406810982	$21.57 	$4.98 	$36.25 	$4.65 	$11.95 	484	Taomee Holdings Ltd.  together with its subsidiaries, operates as a children's entertainment and media company in the People's Republic of China. It operates through two segments, Online Business and Offline Business.	3.970895505	1.536652143
20101231	2010	XNET	XUNLEI LTD  -ADS - REDH	CHN	$58.83 	0.14390617	$8.47 	$8.32 	$39.99 	$5.79 	$17.94 	860	Xunlei Limited operates a consumer Internet platform for digital media content in China. The company platform is based on cloud computing that enables Internet users to access and manage digital content.	4.074651929	1.755441207
20101231	2010	IMPV	IMPERVA INC  -REDH	USA	$40.98 	-0.293164458	($12.01)	$11.16 	$55.38 	$13.21 	$55.36 		Imperva, Inc., together with its subsidiaries, engages in the development, marketing, sales, service, and support of data security solutions that provide visibility and control over high value business data across critical systems within the data center.	3.713010934	2.581276874
20101231	2010	5858B	ZYNGA INC -REDH	USA	$1,112.57 	0.081428438	$90.60 	$136.57 	$597.46 	$149.52 	$335.28 	1483	Zynga Inc. develops, markets, and operates online social games on the Internet, social networking sites, and mobile platforms. The company offers poker games, word games, and board games.	7.014429731	5.007423475
20101231	2010	SKM	SK TELECOM CO LTD	KOR	$20,035.12 	0.0606544	$1,215.22 	$3,994.69 	$13,652.37 	$239.15 	$5,473.60 	20143	SK Telecom Co., Ltd. provides wireless telecommunications services using code division multiple access (CDMA) and wide-band CDMA technologies. It offers cellular voice services, such as wireless voice transmission services; and wireless global roaming services.	9.905241863	5.477074244
20101231	2010	BTM	BRASIL TELECOM SA	BRA	$16,166.26 	0.073310073	$1,185.15 	$2,209.93 	$6,453.75 	$0.24 	$2,111.87 	17873	Brasil Telecom S.A., through its subsidiaries, provides integrated telecommunication service for residential customers, companies, and governmental agencies in Brazil.	9.690681881	-1.422958345
20101231	2010	FORTY	FORMULA SYSTEMS (1985) LTD	ISR	$623.77 	0.029464528	$18.38 	$397.06 	$549.69 	$5.50 	$90.01 		Formula Systems (1985) Ltd., through its subsidiaries, engages in the development, production, and marketing of information technology (IT) solutions and services in Israel and internationally. It operates through two segments, Software Services and Proprietary Software Products.	6.435776901	1.705293398
20100630	2010	TLSYY	TELSTRA CORP LTD	AUS	$33,311.14 	0.098849346	$3,292.78 	$11,781.26 	$21,129.62 	$7.63 		41690	Telstra Corporation Limited, together with its subsidiaries, provides telecommunications and information services in Australia and internationally.	10.41364703	2.032349934
20100831	2010	CTEL	CITY TELECOM (HONG KONG) LTD	HKG	$289.47 	0.096319864	$27.88 	$70.16 	$202.45 	$1.44 	$71.68 	3232	City Telecom (H.K.) Limited, together with its subsidiaries, provides international and fixed telecommunication services to residential, small-to-medium corporate, and enterprise markets in Hong Kong and Canada.	5.668062028	0.361861471
20101231	2010	TLSNY	TELIASONERA AB	SWE	$37,113.04 	0.084840998	$3,148.71 	$6,876.14 	$16,094.45 	$118.65 	$3,746.69 	28945	TeliaSonera AB (publ) provides network access and telecommunication services primarily in the Nordic and Baltic countries; Eurasia, including Russia and Turkey; and Spain.	10.52172356	4.776169555
20101231	2010	TELNY	TELENOR ASA	NOR	$29,324.16 	0.082984523	$2,433.45 	$11,178.19 	$16,101.28 	$65.70 		33220	Telenor ASA operates as a telecommunication company worldwide. It provides mobile communication, fixed line communication, and television (TV)-based services.	10.28616686	4.185098926
20101231	2010	DTEGY	DEUTSCHE TELEKOM	DEU	$169,593.74 	0.013261669	$2,249.10 	$32,862.00 	$84,814.12 	$132.69 	$30,106.03 	246777	Deutsche Telekom AG provides telecommunications and information technology services in Germany and internationally.	12.04116111	4.888015581
20101231	2010	TNE	TELE NORTE LESTE PARTICIPACO	BRA	$45,179.11 	0.019001391	$858.47 	$6,277.12 	$17,725.56 	$59.53 	$5,257.28 	28465	Tele Norte Leste Participacoes S.A. provides telecommunication services primarily in Brazil. It offers a portfolio of integrated and convergent communication products that include regular fixed and mobile telephony, data transmission, and ISP services.	10.71839016	4.086429991
20101231	2010	TMICY	TREND MICRO INC	JPN	$2,523.56 	0.061718019	$155.75 	$124.21 	$1,167.99 	$43.43 	$672.38 	4846	Trend Micro Incorporated engages in the development and sale of security-related software for computers and the Internet. Its home and home office products include Titanium Maximum Security, Titanium Internet Security, and Titanium Internet Security for Netbooks.	7.83342509	3.771173472
20110331	2010	DCM	NTT DOCOMO INC	JPN	$82,063.71 	0.072219434	$5,926.60 	$18,841.60 	$51,042.45 	$1,318.37 	$13,533.43 	22954	NTT DOCOMO, Inc. provides wireless telecommunications services, packet communications services, and satellite mobile communications services in Japan.	11.31525123	7.18414837
20101231	2010	LOV	SPARK NETWORKS INC	USA	$36.57 	0.101290746	$3.70 	$13.75 	$40.85 	$3.09 	$19.20 	144	Spark Networks, Inc. provides online personals services in the United States and internationally. Its Web sites enable adults to meet online, participate in a community, and form relationships.	3.599173541	1.128818131
20101231	2010	CHT	CHUNGHWA TELECOM LTD	TWN	$15,590.63 	0.104793834	$1,633.80 	$2,857.69 	$6,946.81 	$111.53 	$952.09 	27165	Chunghwa Telecom Co., Ltd. provides integrated telecommunications services primarily in Taiwan.	9.654425436	4.714302579
20101231	2010	ITRN	ITURAN LOCATION & CONTROL	ISR	$188.34 	0.046202693	$8.70 	$59.42 	$147.83 	$0.48 	$40.83 	1315	Ituran Location and Control Ltd. provides location-based services and wireless communications products in Israel, Brazil, Argentina, and the United States.	5.238270078	-0.731888009
20101231	2010	CHA	CHINA TELECOM CORP LTD	CHN	$61,720.46 	0.038686154	$2,387.73 	$13,589.24 	$33,312.73 	$81.82 	$8,262.12 	313322	China Telecom Corporation Limited, together with its subsidiaries, provides wireline and mobile telecommunications services in the People's Republic of China.	11.03037068	4.404497268
20101231	2010	LTON	LINKTONE LTD  -ADR	CHN	$191.28 	-0.003027024	($0.58)	$44.87 	$69.62 	$2.81 	$23.52 	472	Linktone Ltd. provides entertainment-oriented telecom value-added services to mobile phone users over mobile telecommunications networks in China.	5.253722639	1.033895974
20101231	2010	BLKB	BLACKBAUD INC	USA	$328.09 	0.090843699	$29.81 	$116.55 	$327.09 	$45.53 	$147.18 	2065	Blackbaud, Inc. provides software and related services for nonprofit organizations worldwide.	5.793291009	3.818305557
20101231	2010	BBBB	BLACKBOARD INC	USA	$847.15 	0.019647052	$16.64 	$112.77 	$447.32 	$55.01 	$237.16 	1780	Blackboard Inc. provides enterprise software applications and related services to the education industry in the United States and Canada.	6.741877775	4.007496808
20101231	2010	3MMRF	MMRGLOBAL INC	USA	$2.23 	-8.034111311	($17.90)	$0.55 	$0.97 	$0.32 	$7.29 	8	MMRGlobal, Inc. provides a suite of online personal health records (PHRs) and electronic safe deposit box storage solutions for consumers, healthcare professionals, employers, insurance companies, unions and professional organizations, and affinity groups in the United States.	0.801104322	-1.130102956
20101231	2010	SNDA	SHANDA INTERACTIVE-ADR	CHN	$2,256.49 	0.041237977	$93.05 	$235.68 	$844.28 	$103.54 	$389.07 	8431	Shanda Interactive Entertainment Limited, together with its subsidiaries, operates as an entertainment media company in the People's Republic of China. It engages in the development and operation of online games on an integrated platform.	7.721564901	4.639958012
20101231	2010	VELT	VELTI PLC	IRL	$209.17 	-0.074911076	($15.67)	$39.40 	$116.27 	$7.84 	$53.37 	550	Velti plc provides mobile marketing and advertising solutions for mobile operators, ad agencies, brands, and media groups.	5.343137757	2.059238834
20101231	2010	MEDH	MEDQUIST HOLDINGS INC	VGB	$414.88 	0.020504774	$8.51 	$259.19 	$417.33 	$12.03 	$75.80 	12000	MedQuist Holdings Inc., through its subsidiaries, provides technology enabled clinical documentation services and related revenue cycle solutions to clients in the healthcare industry in the United States of America and India.	6.027986912	2.48740353
