Areaname	State	Projects (per 1000 pop)	Pct Added Housing Sq Ft	Pct Change in Permits	Pct Added Housing Value	Empl Change (pct)	Median Age 2000	Percent Under 5	Percent Under 18	Percent Above 65	Employment Change	Unemployment 1990	Unemployment 2000	Unemployment 2008	School (pct)	School Percent HS	Change Housing Value (pct)	Rent (med) 1980	Rent (med)  2000	Income (household median) 1979	Income (median) 1989	Income (median) 1999	Income (median) 2000	Income (median) 2007	Poverty (pct) 2007	Pop Urban (pct) 2000	Pop Density 2008	Pop Female (pct) 2000	Pop White (pct) 2000	Pop Black (pct) 2000	Pop Asian (pct) 2000	Travel time work 2000	Income (per cap) 1980	Income (per cap) 1990	Income (per cap) 2000	---	Alabama	Arkansas	Florida	Georgia	Louisiana	Mississippi	North Carolina	South Carolina	Tennessee	Virginia	West Virginia	Area (sq mile)	Pop (urban) 2000	Pop (rural) 2000	School enroll (pub) 2004	School enroll (pub) 2006	Housing Med Value 1980	Housing Med Value 1990	Housing Med Value 2000	Housing permits 2005	Housing permits 2008	Housing value new 2005	Housing value new 2008	Pop 1980	Pop 1990	Pop 2000	Pop 2008
Washington, NC	NC	3.63721701	-10.526316	34.48275862	132.1972444	0.00710644	39.2	6.8	23.6	17.5	92	4.2	5.4	7.9	16.8391781	69.9	132.885906	163	403	13322	21840	28865	29114	32831	23.6	34.460395	37.1520404	52.7	48.3	48.9	0.3	28.3	6646	13722	20234		0	0	0	0	0	0	1	0	0	0	0	348.46	4729	8994	2285	2180	29800	45500	69400	19	29	2758	6404	14801	13997	13723	12946
Watauga, NC	NC	8.5862931	-34.645669	-68.39378238	-22.02159411	0.081224	29.9	4.4	15.1	12.2	3671	4.5	2.9	4.6	9.16010266	81.6	220.967742	206	548	11039	20252	32611	33848	37949	18.6	40.0257641	144.622572	50.2	96.5	1.6	0.6	20.4	6199	14155	22441		0	0	0	0	0	0	1	0	0	0	0	312.51	17089	25606	4604	4140	43400	73200	139300	650	386	141057	109994	31666	36952	42695	45196
Wilson, NC	NC	3.5607175	-53.385417	-133.8624339	-34.98427175	0.0325435	36.2	7	24.7	13.6	2523	8.1	5.6	8	17.1075883	69.4	129.177719	194	469	13537	24021	33116	33709	38500	17.8	63.1004958	208.916974	52.3	55.8	39.3	0.4	21	8282	16310	23410		0	0	0	0	0	0	1	0	0	0	0	371.09	46577	27237	13323	13263	37700	59600	86400	442	189	47367	30796	63132	66061	73814	77527
Anderson, SC	SC	4.04053759	-60.353357	-196.1656442	-46.34221858	0.01007521	37.3	6.6	23.7	14.7	1842	5.3	3	6.9	16.6011213	73.4	173.065015	181	454	15435	25748	36807	37971	41691	13.8	58.3323277	254.623827	51.7	81.6	16.6	0.4	23.7	7729	15475	24275		0	0	0	0	0	0	0	1	0	0	0	718.02	96680	69060	29764	30351	32300	53700	88200	1931	652	209936	112647	133235	145196	165740	182825
Bamberg, SC	SC	2.96164687	-41.666667	-33.33333333	-31.58242484	0.01966421	35.2	5.8	21.8	16.4	301	9.1	5	11.7	16.9399621	64.7	144.268775	151	299	10486	17496	24007	25079	27421	27.4	45.707768	38.9243484	53	36.5	62.5	0.2	26	5125	11022	17413		0	0	0	0	0	0	0	1	0	0	0	393.25	7614	9044	2744	2593	25300	43100	61800	24	18	3027	2071	18118	16902	16658	15307
Barnwell, SC	SC	3.184614	2.77777778	20	15.87339937	-0.0792235	35.5	6.8	25	13.6	-1812	9.4	4.9	11.2	19.801504	67.5	141.304348	156	384	12640	23501	28591	29417	30601	21.8	14.8905358	41.7060229	51.9	55.2	42.6	0.4	27.9	6544	14024	22238		0	0	0	0	0	0	0	1	0	0	0	548.41	3496	19982	4721	4529	27600	44900	66600	36	45	4139	4796	19868	20293	23478	22872
Chesterfield, SC	SC	2.48767875	-31.958763	-50	-21.97843625	-0.0405998	35.7	6.3	24.2	13	-1741	5.3	4.5	9.2	18.8517327	65.2	154.440154	163	391	12277	21069	29483	30204	33458	21	27.4317247	53.6964688	51.8	64.3	33.2	0.3	25.7	6475	13061	19596		0	0	0	0	0	0	0	1	0	0	0	798.6	11732	31036	8077	8084	25900	42200	65900	99	66	13263	10348	38161	38577	42768	42882
Clarendon, SC	SC	4.86566016	-53.947368	-105.4054054	-53.09691199	0.02757248	37	6.1	22.1	17.1	914	7.2	5.3	10	16.5676189	65.3	185.661765	131	320	11108	17645	27131	27318	31814	23.7	14.6821734	54.5923157	50.9	44.9	53.1	0.3	26.1	5253	11081	17911		0	0	0	0	0	0	0	1	0	0	0	607.21	4772	27730	5899	5492	27200	45900	77700	228	111	22474	10541	27464	28450	32502	33149
Colleton, SC	SC	3.51228288	-48.366013	-88.88888889	-42.48834826	0.02978036	36.5	6.7	24.8	14.4	1162	5.4	3.7	8.4	16.5099054	69.6	164.259928	169	405	11668	20617	29733	29768	34703	21.7	26.2230817	36.9372184	52.1	55.5	42.2	0.3	32.7	6233	12713	19111		0	0	0	0	0	0	0	1	0	0	0	1056.36	10034	28230	6592	6442	27700	47400	73200	170	90	30253	17399	31776	34377	38264	39019
Dorchester, SC	SC	5.84563035	-68.555094	-292.791411	-60.08794042	0.03041696	34.7	7.2	25.8	9.7	3867	2.8	3	5.7	17.7168792	82.2	129.385965	263	568	17169	30764	43316	42756	53613	10.7	72.9611152	221.20474	51.1	71	25.1	1.1	28	8214	15881	21972		0	0	0	0	0	0	0	1	0	0	0	574.73	70344	26069	21318	22524	45600	73600	104600	2561	652	349100	139333	58761	83060	96413	127133
Florence, SC	SC	4.92556799	-50.068966	-43.56435644	-40.94531803	0.04207831	35.5	7.3	24.8	13	5588	4.6	4	7.1	17.3493976	73.1	140.677966	196	452	13914	24264	35144	34779	40371	17.8	57.9901559	166.033207	53	58.7	39.3	0.7	24	7228	15353	23792		0	0	0	0	0	0	0	1	0	0	0	799.84	72929	52832	22867	23040	35400	54900	85200	725	505	97491	57573	110163	114344	125761	132800
Lancaster, SC	SC	3.2450906	-53.580247	-115.4255319	-53.92770425	-0.0141346	35.9	6.2	23.6	13	-1073	5.5	3.6	11.8	14.9882102	69.8	164.041096	175	427	15756	25320	34688	34980	37169	17.9	38.638327	138.277564	50.5	71	26.9	0.3	27	7555	14310	20594		0	0	0	0	0	0	0	1	0	0	0	548.99	23705	37646	11415	11378	29200	49400	77100	405	188	58482	26944	53361	54516	61351	75913
Laurens, SC	SC	2.59986518	-25.433526	-34.10852713	-28.77996992	-0.0078931	36.2	5.8	22.7	14.2	-550	5.3	3.2	7.4	13.2977426	67.7	176.01476	164	448	15025	24905	33933	33267	35832	20.2	34.3481823	97.4409531	51.6	71.6	26.2	0.1	23.6	7683	14378	20383		0	0	0	0	0	0	0	1	0	0	0	715.11	23895	45672	9566	9266	27100	44700	74800	173	129	22606	16100	52214	58092	69567	69681
Lexington, SC	SC	6.67744984	-29.785331	-43.88535032	-9.783670289	0.11473616	35.7	6.9	24.6	12	28514	3.5	2.6	4.9	14.1229207	83	141.590909	255	548	18253	32914	44659	45821	51040	10.9	66.2813521	355.406507	51.4	84.2	12.6	1	26	8604	18512	28909		0	0	0	0	0	0	0	1	0	0	0	699.25	143177	72837	51276	35098	44000	74900	106300	2259	1570	293857	265107	140353	167611	216014	248518
McCormick, SC	SC	5.99853562	-21.052632	-26.66666667	-12.06738563	-0.0066383	41.1	3.9	15.9	22.9	-67	9.3	6.2	11.1	9.11522838	66.1	185.080645	120	304	11756	19226	31577	31487	36573	19.6	0	28.0704194	46.8	44.8	53.9	0.3	33.8	6265	10285	17318		0	0	0	0	0	0	0	1	0	0	0	359.56	0	9958	1001	920	24800	39200	70700	57	45	14187	12475	7797	8868	9958	10093
Spartanburg, SC	SC	4.43060285	-49.269901	-97.86443825	-37.58492306	0.01679502	36.1	6.7	23.9	13.4	4715	4.4	3.5	6.9	16.2421902	73.1	182.919255	196	485	15094	26941	37579	38616	41160	13.7	64.7544633	346.192643	51.4	75.1	20.8	1.5	22.5	8195	16167	24331		0	0	0	0	0	0	0	1	0	0	0	810.93	164341	89450	45123	45598	32200	54200	91100	2131	1077	203861	127240	201861	226800	253791	280738
Sumter, SC	SC	4.20520018	-48.161121	-109.6989967	-35.37445224	-0.0136248	33.4	7.6	26.4	13.6	-1419	5.3	4.2	8.6	17.2552521	74.3	137.048193	194	461	12191	22387	33278	33286	38616	18.5	62.0721289	156.517035	51.6	50.1	46.7	0.9	21.5	6432	13444	20545		0	0	0	0	0	0	0	1	0	0	0	665.41	64956	39690	18451	17971	33200	56900	78700	627	299	60702	39229	88243	102637	104646	104148
Williamsburg, SC	SC	3.29069495	-19.672131	-24.48979592	-13.43649456	0.00723853	35.5	6.2	22.7	14.9	254	9.4	7.4	10.7	14.9102308	65.5	137.969925	125	291	11758	18409	24214	24779	26745	36.3	15.1489911	37.573616	53.2	32.7	66.3	0.2	31.5	5071	10842	16084		0	0	0	0	0	0	0	1	0	0	0	933.9	5638	31579	6019	5232	26600	42600	63300	61	49	6527	5650	38226	36815	37217	35090
Anderson, TN	TN	2.33607768	-48.239437	-84.24242424	-36.31787127	0.02622389	39.9	6	21.8	16.9	1945	4.8	4.2	5.7	17.0205881	78.9	141.712707	203	450	16088	26496	35483	37101	42059	16.1	58.9597645	219.753489	52.3	93.4	3.9	0.8	22.9	9120	17419	25057		0	0	0	0	0	0	0	0	1	0	0	337.51	42056	29274	12275	12624	36200	55100	87500	304	165	41715	26565	67346	68250	71330	74169
Blount, TN	TN	4.08249504	-66.245695	-107.2016461	-53.28003186	0.09582672	38.4	5.8	21.9	15.1	11644	5.2	3.6	6	14.9262207	78.4	177.066667	198	450	15058	25575	37862	38899	47466	12	63.4209954	217.543326	51.6	94.7	2.9	0.7	24	8599	16272	23954		0	0	0	0	0	0	0	0	1	0	0	558.56	67114	38709	17387	18137	37500	60200	103900	1007	486	130578	61006	77770	85969	105823	121511
Campbell, TN	TN	5.57824116	590.909091	79.38596491	871.2384026	0.03234317	38.3	6	21.5	17.3	1324	10.2	6.2	7.6	15.086965	58.7	176.793249	150	356	10277	16450	25285	25989	31535	23.9	43.855071	85.270898	51.8	98.1	0.3	0.2	30.8	6662	11124	17828		0	0	0	0	0	0	0	0	1	0	0	480.07	17478	22376	6370	6176	23700	37900	65600	47	228	2479	24077	34923	35079	39854	40936
Carroll, TN	TN	0.67730741	-43.75	-118.1818182	-42.55514706	0.02876145	39	6	21.8	17.8	826	7.4	8	8.9	18.2213865	67.9	130.681818	162	384	11764	20763	30463	31361	36886	19.1	16.8176421	47.9433074	52	87.7	10.3	0.2	24.1	6710	13256	20931		0	0	0	0	0	0	0	0	1	0	0	599.02	4957	24518	5232	5233	26400	35700	60900	24	11	2176	1250	28285	27514	29475	28719
Claiborne, TN	TN	3.96424489	-44.785276	-41.12903226	-22.08154387	-0.0024157	37.4	5.9	21.9	15.5	-76	7.2	5.1	7.3	16.8685039	60.3	136.842105	141	353	9359	17132	25782	26843	29822	22.3	29.8707387	72.4440453	51.7	97.8	0.8	0.3	27.7	6546	11671	19108		0	0	0	0	0	0	0	0	1	0	0	434.28	8920	20942	4956	5307	30400	41400	72000	175	124	17929	13970	24595	26137	29862	31461
Cocke, TN	TN	0.14120473	-25	-33.33333333	-15.55555556	0.00495965	38.6	6	21.9	15.7	177	10.3	6.5	8.5	15.8876933	61.2	181.992337	151	334	10344	16818	25553	26574	29637	26.6	32.5279309	82.1546961	51.4	96.2	2	0.2	28.5	5909	11520	17952		0	0	0	0	0	0	0	0	1	0	0	434.4	10918	22647	5500	5670	26100	40300	73600	4	3	270	228	28792	29141	33565	35688
Coffee, TN	TN	5.35854441	-53.095685	-98.90510949	-49.87284861	0.03389343	37.5	6.7	23.9	16.3	1767	5.2	4.1	6.1	18.8974566	73.7	133.522727	198	445	14331	24802	34898	35885	40738	14.2	52.4326238	121.569816	51.3	93.4	3.6	0.7	22.4	8141	16694	23085		0	0	0	0	0	0	0	0	1	0	0	428.84	25175	22839	9390	9852	35200	52800	82200	545	274	71175	35678	38311	40339	48014	52134
Dickson, TN	TN	3.34753416	-44.274809	-72.72727273	-18.74153287	0.01676969	35.7	7.2	25.4	12.6	803	5.7	3.7	6.7	17.6154874	72.6	204.43038	190	506	14276	24419	39056	39293	45968	12.4	31.1729539	97.7483822	51	93.3	4.6	0.3	30.5	7691	14864	23523		0	0	0	0	0	0	0	0	1	0	0	489.87	13453	29703	8181	8435	31600	54100	96200	266	154	34693	28191	30037	35061	43156	47884
Dyer, TN	TN	2.17708207	-24.444444	-32.35294118	-12.71377436	0.01821809	36.5	6.6	24.4	14.2	685	5.2	5.2	7.4	19.0398936	66.3	177.407407	175	424	12098	22105	32788	33719	37925	16.7	55.4548137	73.6532811	52.1	85.4	12.9	0.3	19.1	7230	15493	22378		0	0	0	0	0	0	0	0	1	0	0	510.5	20673	16606	6999	7159	27000	44100	74900	90	68	7543	6584	34663	34854	37279	37600
Franklin, TN	TN	4.14110982	-41.6	-53.65853659	-40.35010666	-0.0013361	38.1	5.5	21.1	16.1	-55	5.1	4	6.4	14.8572817	73.8	155.727554	173	439	13487	23438	36044	36271	41528	11.8	29.8879552	74.2353747	51.3	92.2	5.5	0.4	24.1	6599	13589	21025		0	0	0	0	0	0	0	0	1	0	0	554.52	11737	27533	5983	6116	32300	48700	82600	252	164	31876	19014	31983	34725	39270	41165
Gibson, TN	TN	4.21716008	-43.859649	-58.33333333	-32.09247897	-0.0442374	38.8	6.5	23.2	17	-2179	7.7	5.4	9.3	18.2004588	70.9	149.24812	159	398	12120	20938	31105	32081	34601	16.5	50.3966606	81.7312957	52.8	78.7	19.7	0.1	22.1	6940	14533	22340		0	0	0	0	0	0	0	0	1	0	0	602.67	24267	23885	8514	8965	26600	39200	66300	285	180	31618	21471	49467	46315	48152	49257
Giles, TN	TN	0.78259242	-7.1428571	-7.692307692	43.81933439	-0.0692845	38	5.6	21.8	15.7	-2022	5.4	4.4	7.8	16.4302357	72.5	159.430605	162	427	12843	22078	34824	35754	37767	15	25.9177505	47.7697936	51.4	86.4	11.8	0.3	25.1	7608	14527	22940		0	0	0	0	0	0	0	0	1	0	0	610.93	7632	21815	4512	4795	28100	44600	72900	14	13	1262	1815	24625	25741	29447	29184
Grainger, TN	TN	0.27279549	100	16.66666667	90.81081081	-0.0014532	37.7	5.9	22.1	15	-33	6.6	4.6	7.8	15.7785802	60.1	182.442748	147	348	10942	19097	27997	29035	34148	19.4	0	81.0045304	50.2	98.4	0.3	0.1	29.1	5172	11247	18931		0	0	0	0	0	0	0	0	1	0	0	280.33	0	20659	3239	3583	26200	40300	74000	5	6	555	1059	16751	17095	20659	22708
Greene, TN	TN	2.85637831	-54.068241	-164.3243243	-57.89755287	0.00201037	38.9	5.6	21.2	17	133	8.5	5.9	9.1	15.6687879	69.6	166.225166	164	377	12188	21513	30382	31100	35246	19.7	30.9065476	106.414773	51.3	96.4	2.1	0.3	22.4	6590	14477	22754		0	0	0	0	0	0	0	0	1	0	0	621.69	19443	43466	9782	10366	30200	44500	80400	489	185	35511	14951	54422	55853	62909	66157
Hawkins, TN	TN	0.84317727	-57.407407	-180.4347826	-41.20856747	-0.0113611	37.8	5.7	21.8	15.8	-653	4.9	4.3	6.6	14.4979731	70.4	156.21118	194	395	12903	21960	31300	32620	37398	16.4	38.5919385	118.105043	51.4	97.2	1.5	0.2	24.7	6137	14006	20255		0	0	0	0	0	0	0	0	1	0	0	486.66	20671	32892	8099	8333	32200	48600	82500	129	46	12279	7219	43751	44565	53563	57477
Houston, TN	TN	0.21718113	-75	-300	-87.34177215	0.0213838	39.5	6.6	23.6	18.5	174	10.1	6	8	19.1593954	70.1	145.348837	161	394	11869	20112	29968	30606	36158	18.3	0	40.6423256	50.6	94.6	3.3	0.1	32	7011	11686	19078		0	0	0	0	0	0	0	0	1	0	0	200.21	0	8088	1445	1559	25800	35300	63300	4	1	395	50	6871	7018	8088	8137
Humphreys, TN	TN	0.52365278	-75	-300	-69.24187726	0.01531765	39	6.1	22.6	16.4	278	11.1	5.1	8.2	17.5932558	72	139.747634	165	398	15789	22256	35786	35905	41662	14.7	21.2727983	34.1005599	50.8	95.5	2.9	0.3	29.8	8217	13727	21920		0	0	0	0	0	0	0	0	1	0	0	532.22	3814	14115	3069	3193	31700	43700	76000	32	8	2770	852	15957	15795	17929	18149
Knox, TN	TN	4.65249631	-62.564692	-102.4274406	-44.48559008	0.0862427	36	6.3	22.2	12.9	37086	4.1	3.2	4.8	13.8745032	82.5	146.867168	213	493	14787	26010	37454	39129	45157	12.8	86.9283201	845.728278	51.7	88.1	8.6	1.3	22.2	9035	18815	28538		0	0	0	0	0	0	0	0	1	0	0	508.46	332094	49938	54247	59663	39900	63900	98500	3836	1895	434770	241360	319694	335749	382032	430019
Lewis, TN	TN	1.08056036	140	58.33333333	220.2312139	0.02153234	37.3	7	24.3	14.8	249	8	5.6	10	17.104808	69.5	186.266094	122	357	10690	17362	30444	30606	34162	17.9	28.1604645	40.994009	50.8	97.1	1.5	0.2	28.5	4964	11203	17539		0	0	0	0	0	0	0	0	1	0	0	282.09	3201	8166	1964	1978	23300	37200	66700	5	12	346	1108	9700	9247	11367	11564
Madison, TN	TN	4.7677015	-50.160772	-68.64864865	-45.0771243	0.0237196	34.7	7	25	12.6	2286	5.3	3.8	6.6	15.25276	78.8	135.082873	183	510	13694	23716	36982	37535	41029	18.8	71.3557716	173.02693	52.1	65.2	32.5	0.6	19	7774	16438	25587		0	0	0	0	0	0	0	0	1	0	0	557	65531	26306	14334	14700	36200	53500	85100	624	370	88688	48710	74546	77982	91837	96376
Maury, TN	TN	8.072903	-67.705088	-208.2802548	-67.83168002	-0.0098611	36.3	6.9	24.5	12.4	-808	6.6	3.6	7.9	15.0723718	77.9	205.362776	185	514	14726	26238	41591	41564	46425	12.9	56.3670897	133.697745	51.4	82.4	14.3	0.3	26	7795	16009	26498		0	0	0	0	0	0	0	0	1	0	0	612.86	39174	30324	11518	12350	31700	60700	96800	1936	628	194962	62716	51095	54812	69498	81938
Montgomery, TN	TN	9.11043656	-50.786761	-97.88679245	-32.39034284	0.05643723	30	8.3	28.5	8.7	8734	5.6	3.8	6.1	18.0690894	84.3	127.540107	232	549	14110	25568	38981	39965	48536	12.7	74.3967411	286.967809	49.7	73.2	19.2	1.8	25.5	8104	14761	23996		0	0	0	0	0	0	0	0	1	0	0	539.28	100263	34505	25899	27963	37400	58100	85100	2622	1325	220893	149345	83342	100498	134768	154756
Moore, TN	TN	5.56543987	-48.484848	-94.11764706	-30.61137843	0.03357546	39.7	5	20	17.5	208	3.6	3.2	5.4	15.7546408	76.6	157.057057	183	402	14654	28056	36591	37231	47106	11.4	0	47.95634	50.5	95.8	2.7	0.1	22.3	6970	14309	20573		0	0	0	0	0	0	0	0	1	0	0	129.18	0	5740	958	976	33300	50400	85600	66	34	7066	4903	4510	4721	5740	6195
Polk, TN	TN	3.95920964	-61.25	-158.0645161	-53.2441443	-0.0013401	38.6	5.9	22	16.4	-21	8.2	4.6	7.9	18.1928403	62.2	241.706161	154	345	12084	21663	29643	30756	34660	15.4	0	36.021147	50.4	98.3	0.1	0.1	30.1	6599	12031	20394		0	0	0	0	0	0	0	0	1	0	0	435.05	0	16050	2660	2851	21100	37800	72100	160	62	23396	10939	13602	13643	16050	15671
Robertson, TN	TN	4.39068023	-52.473498	-148.3271375	-47.15065565	0.07064933	35.4	8.1	26.1	11.1	4585	5.2	3.6	6	16.6723166	74.8	206.571429	182	502	15181	28687	43174	44369	50528	11.6	42.2152003	136.205847	50.3	89.1	8.6	0.3	29.3	7102	14981	25348		0	0	0	0	0	0	0	0	1	0	0	476.47	22979	31454	10043	10820	35000	61300	107300	668	269	69244	36595	37021	41494	54433	64898
Scott, TN	TN	0.36585002	-38.461538	-62.5	-49.96358339	0.01669767	34.7	7.2	25	13.2	368	9.5	5.3	11.4	18.3402151	60.7	169.196429	127	347	9838	15858	24093	25152	30340	21.1	14.9666304	41.4196846	50.7	98.5	0.1	0.1	27.2	5716	11174	16811		0	0	0	0	0	0	0	0	1	0	0	532.09	3162	17965	4145	4042	22400	33600	60300	13	8	1373	687	19259	18358	21127	22039
Sequatchie, TN	TN	2.28848306	138.461538	58.06451613	87.84688995	0.04536082	36.7	6.4	23.6	14.5	616	4.7	3.9	7.5	16.3254786	66.7	219.920319	188	382	10972	19223	30959	31573	38683	18.8	0	51.0814369	50.4	98.7	0.2	0.1	27.7	6160	12278	19163		0	0	0	0	0	0	0	0	1	0	0	265.85	0	11370	2059	2217	25100	39000	80300	13	31	1045	1963	8605	8863	11370	13580
Shelby, TN	TN	3.09783176	-81.526525	-268.7741935	-78.74863621	0.0191382	32.9	7.7	27.1	10.2	17355	4.4	3.9	6.7	18.1374576	80.8	138.860104	202	566	15289	27132	39593	41048	44373	20.1	96.6939359	1201.84088	52.2	47.3	48.6	1.6	23.7	9707	19126	30497		0	0	0	0	0	0	0	0	1	0	0	754.53	867801	29671	166015	164475	38600	66500	92200	5716	1550	1088876	231401	777113	826330	897472	906825
Sumner, TN	TN	5.58784274	-50.616559	-115.658363	-52.99333406	0.00357616	36.1	6.7	24.4	12	556	5.1	3.3	5.8	16.8131006	79.7	168.803419	249	594	17845	31795	46030	46695	51247	9.4	69.446297	293.735122	51	91.5	5.8	0.7	27.2	8589	16865	27062		0	0	0	0	0	0	0	0	1	0	0	529.3	90592	39857	24707	26140	46800	73900	125800	1818	843	283981	133490	85790	103281	130449	155474
Tipton, TN	TN	3.58359545	-71.72524	-253.6723164	-62.30949247	0.02977549	34.4	6.8	25.5	11	1748	5	3.8	7.8	20.4919429	74.6	168.328446	184	470	13158	23860	41856	41025	49893	16.5	33.6740067	127.796765	50.8	77.9	19.9	0.4	31.7	7240	14043	22957		0	0	0	0	0	0	0	0	1	0	0	459.37	17265	34006	11338	12030	34100	56100	91500	626	177	68370	25769	32930	37568	51271	58706
Union, TN	TN	4.1063925	-49.677419	-98.71794872	-58.28333416	0.01962332	35.8	6.4	23.3	12.8	373	5.2	3.9	6.1	16.4088805	56.3	177.192982	177	388	11072	19595	27335	28463	31779	21.7	0	85.0241546	50.3	98.5	0.1	0.2	31.5	5562	10321	17504		0	0	0	0	0	0	0	0	1	0	0	223.56	0	17808	3118	3119	28500	45500	79000	155	78	20167	8413	11707	13694	17808	19008
White, TN	TN	0.7222235	21.4285714	17.64705882	-24.19928826	-0.0147638	38.8	6.5	22.7	16.3	-371	8.7	4.7	8.3	16.54264	64.8	162.199313	141	392	11447	19874	29383	30007	33654	18.7	17.6608086	66.729513	51	96.6	1.6	0.2	22.4	7113	12558	18903		0	0	0	0	0	0	0	0	1	0	0	376.58	4080	19022	4006	4157	29100	40300	76300	14	17	1686	1278	19567	20090	23102	25129
Wilson, TN	TN	10.5166939	-45.606391	-25.81497797	-33.16397594	0.09592634	36.3	6.8	24.8	10.9	10533	4.9	3.2	5.6	16.4776919	80.9	183.991684	224	567	18298	32852	50140	50481	60154	7.2	53.8999426	192.444398	50.6	91.5	6.3	0.5	29.2	8778	16844	29942		0	0	0	0	0	0	0	0	1	0	0	570.57	47868	40941	16162	18093	48100	82000	136600	1428	1135	240517	160752	56064	67675	88809	109803
Accomack, VA	VA	4.83161566	-53.416149	-182.6666667	-53.9216995	0.03603981	39.4	6.1	22.6	17	1376	5.4	3	5	14.0649555	67.9	197.003745	165	446	10873	20431	30250	29809	36616	16.8	9.97780969	83.8678499	51.5	63.4	31.6	0.2	23	6971	14304	18331		0	0	0	0	0	0	0	0	0	1	0	455.24	3822	34483	5385	5370	26700	52700	79300	424	150	52439	24163	31268	31703	38305	38180
Appomattox, VA	VA	7.06763652	-30.075188	-43.01075269	-18.35462195	0.00172402	39.1	5.8	22	15.6	25	5.1	2.5	4.6	15.9092476	70.7	145.783133	195	437	16324	25612	36507	37164	41089	12.6	0	43.4565015	51.3	75.9	22.9	0.2	29	7303	14500	23526		0	0	0	0	0	0	0	0	0	1	0	333.69	0	13705	2321	2307	33200	51000	81600	133	93	16519	13487	11971	12298	13705	14501
Arlington, VA	VA	5.8808289	-28.313253	-8.142493639	-2.128985001	-0.0030147	34	6.5	18.3	9.1	-633	1.9	1.6	2.5	8.78986898	87.8	182.454252	303	897	21713	44600	63001	65881	92345	6.5	100	8116.31233	49.6	68.9	9.3	8.6	27.3	16058	31481	49468		0	0	0	0	0	0	0	0	0	1	0	25.87	189453	0	18802	18456	92900	231000	262400	1275	1179	146079	142969	152599	170936	189453	209969
Augusta, VA	VA	3.86426065	-53.333333	-107.8358209	-55.67659856	0.08039298	39	5.6	21.2	14.1	5728	3.9	1.9	3.6	15.5859649	78.2	173.152709	209	506	16026	29474	43045	43427	50887	7.2	22.0406919	73.4263572	49.7	95	3.6	0.3	23.7	8543	17176	24058		0	0	0	0	0	0	0	0	0	1	0	970.36	14462	51153	10871	11105	40600	70500	110900	557	268	90785	40239	53732	54677	65615	71250
Botetourt, VA	VA	3.32370664	-61.904762	-162.5	-62.37098255	0.16211525	40.7	4.5	19.8	14.3	5230	3.5	1.8	3.3	15.3126066	81.4	201.385681	197	475	17142	33079	48731	50437	58744	6.2	32.8666055	59.4497475	50.1	94.9	3.5	0.5	26.7	8350	15673	28846		0	0	0	0	0	0	0	0	0	1	0	542.66	10023	20473	4830	4940	43300	73400	130500	273	104	54450	20489	23270	24992	30496	32261
Charlotte, VA	VA	3.87925539	-38.983051	-63.88888889	-22.62170996	-0.028821	40	5.7	21.7	19.2	-353	9.9	3.1	6	17.9294579	63.2	165.328467	129	339	11070	20481	28929	29922	34271	18.1	0	25.785806	52.1	65.5	32.9	0.2	31.3	6446	12355	19495		0	0	0	0	0	0	0	0	0	1	0	474.99	0	12472	2271	2196	27400	43100	72700	59	36	5813	4498	12266	11688	12472	12248
Clarke, VA	VA	3.2347264	-81.447964	-402.2727273	-78.18808359	0.06384009	40.6	5	20.6	15	923	2.9	1.6	3.4	15.5277355	82.1	218.493151	215	625	16649	34636	51601	52674	64149	6.3	23.6326273	81.8593591	50.5	91.1	6.7	0.5	32.4	11391	17503	31002		0	0	0	0	0	0	0	0	0	1	0	176.62	2990	9662	2161	2245	43800	104300	139500	221	44	44980	9811	9965	12101	12652	14458
Fairfax, VA	VA	1.60984043	-60.808436	-214.2960289	-60.47029033	0.1064895	35.9	6.9	24.3	9.9	108119	1.9	1.6	2.8	16.1481017	90.7	145.063025	352	998	30011	59284	81050	84009	104984	4.9	98.5906662	2570.12454	50.4	69.9	8.6	13	30.7	14849	30957	50046		0	0	0	0	0	0	0	0	0	1	0	395.04	956082	13667	164765	163952	95200	213800	233300	4353	1385	491271	194198	596901	818584	969749	1015302
Fauquier, VA	VA	1.82236769	-85.127479	-572.3809524	-81.17425878	0.15103458	37.8	6.2	24	10.9	10095	2.5	1.5	3.4	16.654947	84.5	149.539877	267	705	19331	45222	61999	63573	81404	5.7	27.7172237	102.876712	50.6	88.4	8.8	0.6	36.8	11270	25013	38940		0	0	0	0	0	0	0	0	0	1	0	649.7	15283	39856	10741	11132	65200	146500	162700	706	105	157444	29640	35889	48741	55139	66839
Floyd, VA	VA	5.99466394	-6.3829787	-15.90909091	-11.59541189	0.0531678	40.5	5.7	20.9	16.1	788	8.1	3.7	4.4	13.9531745	70.1	136.498516	151	407	12230	22968	31585	33498	39478	12.9	0	38.8778133	50.6	96.7	2	0.1	33.6	7262	13199	20160		0	0	0	0	0	0	0	0	0	1	0	381.22	0	13874	2095	2068	33700	51000	79700	102	88	14385	12717	11563	12005	13874	14821
