datadate	Fiscal Year	tic	Company Name	Nation	NAICS Sector	Total Assets	Return on Assets	Net Income	Cost of Goods Sold	Total Revenue	Expense: R&D	Expense: Admin, Selling	# Employees	Book Value per Share	log(R&D)	log(assets)	Sector Dummy	Interaction	log(cgs)	log(revenue)
20101231	2010	MDSO	MEDIDATA SOLUTIONS INC	USA	Prof Services	$157.95 	0.14446168	$22.82 	$45.84 	$166.43 	$25.77 	$88.10 		2.1224	3.249288631	5.062246871	0	0	3.825244329	5.114550766
20101231	2010	CYOU	CHANGYOU.COM LTD  -ADR	CHN	Information	$502.51 	0.34805935	$174.90 	$21.07 	$327.15 	$37.92 	$93.55 	2109	7.9623	3.635425933	6.21961952	1	6.21961952	3.048040053	5.790427951
20101231	2010	TRIT	TRI-TECH HOLDING INC	CHN	Prof Services	$82.76 	0.085509225	$7.08 	$28.77 	$43.54 	$0.28 	$5.79 	240	7.7566	-1.276543497	4.415981102	0	0	3.359263658	3.773565212
20101231	2010	CNET	CHINANET ONLINE HOLDINGS	CHN	Prof Services	$42.00 	0.395013811	$16.59 	$18.97 	$41.59 	$0.91 	$7.38 	295	1.6566	-0.097612829	3.737574376	0	0	2.942858784	3.727787618
20101031	2010	3CGNH	CARDIOGENEICS HOLDINGS INC	CAN	Information	$2.49 	-0.814159292	($2.02)	$0.00 	$0.00 	$0.69 	$1.85 	10	0.0415	-0.368169323	0.910674993	1	0.910674993		
20101231	2010	ACOM	ANCESTRY.COM INC	USA	Information	$522.19 	0.070559149	$36.85 	$40.33 	$300.93 	$42.30 	$169.86 	795	8.0539	3.744692519	6.258023846	1	6.258023846	3.697194786	5.706881003
20101231	2010	CDCS	CDC SOFTWARE CORP  -ADR	HKG	Information	$409.85 	0.015603193	$6.40 	$79.09 	$212.88 	$27.88 	$99.82 			3.327766104	6.015796119	1	6.015796119	4.370523223	5.360709837
20101231	2010	GAME	SHANDA GAMES LTD  -ADR	CHN	Information	$1,027.22 	0.190102179	$195.28 	$232.36 	$682.53 	$70.58 	$202.22 	2834	2.147	4.256675974	6.934607509	1	6.934607509	5.4482965	6.525809412
20101231	2010	IRDM	IRIDIUM COMMUNICATIONS INC	USA	Information	$1,047.45 	0.021663107	$22.69 	$134.24 	$348.17 	$19.18 	$85.91 	174	9.3307	2.953763789	6.954112963	1	6.954112963	4.899629243	5.852699483
20101231	2010	AOL	AOL INC	USA	Information	$2,962.30 	-0.264152854	($782.50)	$1,184.30 	$2,416.70 	$41.90 	$491.20 	5860	21.4242	3.735285827	7.993721273	1	7.993721273	7.076907162	7.790158252
20101231	2010	SPSC	SPS COMMERCE INC	USA	Information	$57.88 	0.049827229	$2.88 	$11.09 	$44.60 	$4.35 	$28.94 	353	3.6716	1.469945934	4.058371902	1	4.058371902	2.406314279	3.797666592
20101231	2010	RLOC	REACHLOCAL INC	USA	Prof Services	$150.58 	-0.074027095	($11.15)	$158.66 	$291.69 	$11.24 	$136.61 	1381	2.912	2.419389873	5.014494504	0	0	5.066732033	5.675688166
20100630	2010	TNAV	TELENAV INC	USA	Information	$173.72 	0.238372093	$41.41 	$25.38 	$171.16 	$41.56 	$73.27 		3.5367	3.727041915	5.157444808	1	5.157444808	3.234000863	5.142610477
20100630	2010	DVOX	DYNAVOX INC	USA	Prof Services	$191.17 	0.052807508	$10.10 	$24.71 	$114.30 	$10.11 	$60.49 		2.8305	2.313129307	5.253142161	0	0	3.207288956	4.738817822
20101231	2010	CNVO	CONVIO INC	USA	Information	$80.41 	0.042966758	$3.46 	$23.18 	$69.74 	$10.55 	$39.47 	367	3.3165	2.356315415	4.387150983	1	4.387150983	3.143419252	4.244831396
20101231	2010	VRNG	VRINGO INC	USA	Information	$5.89 	-1.688232298	($9.94)	$0.09 	$0.21 	$2.36 	$6.53 	32	-0.0442	0.857389624	1.773086204	1	1.773086204	-2.375155786	-1.555897146
20100630	2010	QNST	QUINSTREET INC	USA	Information	$434.63 	0.047359823	$20.58 	$223.21 	$334.84 	$21.00 	$54.57 	637	6.4349	3.044570056	6.074495094	1	6.074495094	5.408130953	5.813637873
20101231	2010	BSFT	BROADSOFT INC	USA	Information	$127.36 	0.062753227	$7.99 	$17.43 	$95.62 	$19.62 	$63.94 	372	2.0645	2.97634556	4.846986315	1	4.846986315	2.858078108	4.560413377
20101231	2010	3SAJA	SAJAN INC	USA	Information	$8.40 	-0.360066635	($3.03)	$9.48 	$15.99 	$1.72 	$7.97 	112	0.1708	0.540578582	2.128707783	1	2.128707783	2.248762286	2.772026064
20101231	2010	QLIK	QLIK TECHNOLOGIES INC	USA	Information	$265.06 	0.050991459	$13.52 	$22.01 	$226.52 	$13.54 	$174.48 	780	2.0214	2.605426677	5.579971306	1	5.579971306	3.091451461	5.422837656
20101231	2010	IL	INTRALINKS HOLDINGS INC	USA	Prof Services	$526.36 	-0.02362664	($12.44)	$17.28 	$184.33 	$17.95 	$108.72 	454	5.4869	2.887757232	6.26597589	0	0	2.849376137	5.21673848
20100930	2010	KONE	KINGTONE WIRELESSINFO  -ADR	CHN	Information	$38.07 	0.216347543	$8.24 	$2.13 	$14.51 	$0.18 	$2.16 	190	2.3405	-1.720369473	3.63950537	1	3.63950537	0.754712536	2.674562357
20101231	2010	IMKI	IMMEDIATEK INC	USA	Prof Services	$4.60 	-0.178198433	($0.82)	$0.47 	$2.11 	$0.91 	$2.10 	15	0.0143	-0.097612829	1.52518636	0	0	-0.763569645	0.744315467
20101231	2010	RP	REALPAGE INC	USA	Information	$342.79 	0.000195454	$0.07 	$66.68 	$188.27 	$36.92 	$94.35 	1759	2.5198	3.608807579	5.837123849	1	5.837123849	4.199860066	5.237898349
20101231	2010	MOTR	MOTRICITY INC	USA	Information	$231.81 	-0.03026133	($7.02)	$47.79 	$133.38 	$8.67 	$80.76 	339	3.4701	2.15952271	5.445935326	1	5.445935326	3.866879185	4.8931947
20101231	2010	AMAP	AUTONAVI HLDG LTD	DEU	Information	$248.62 	0.076963917	$19.14 	$24.19 	$85.77 	$12.73 	$34.84 	2162	4.391	2.544118509	5.515937693	1	5.515937693	3.185897984	4.451610998
20101231	2010	KEYW	KEYW HOLDING CORP	USA	Information	$205.26 	0.053131577	$10.91 	$75.68 	$107.99 	$0.99 	$27.26 	722	6.8526	-0.010050336	5.324296956	1	5.324296956	4.326566778	4.68202011
20101231	2010	CIS	CAMELOT INFO SYSTEMS INC-ADR	CHN	Information	$341.47 	0.05446239	$18.60 	$123.59 	$192.86 	$2.74 	$35.48 	3718	5.628	1.008322817	5.833245185	1	5.833245185	4.816977727	5.261980092
20101231	2010	GNOM	COMPLETE GENOMICS INC	USA	Prof Services	$103.16 	-0.559199302	($57.69)	$49.02 	$9.39 	$21.69 		185	2.8406	3.076897428	4.636281181	0	0	3.892309974	2.239538791
20101231	2010	CCIH	CHINACACHE INTL HLDGS  -ADR	CHN	Information	$146.89 	-0.057506399	($8.45)	$33.49 	$61.12 	$4.35 	$22.02 	227	4.2651	1.469485952	4.989670392	1	4.989670392	3.511187166	4.112839145
20101231	2010	CSOD	CORNERSTONE ONDEMAND INC	USA	Information	$42.89 	-1.127663543	($48.37)	$11.64 	$43.73 	$5.60 	$42.29 	327	-8.5553	1.723123677	3.758731956	1	3.758731956	2.454791026	3.778057233
20101231	2010	DMD	DEMAND MEDIA INC	USA	Information	$488.47 	-0.010901453	($5.33)	$116.55 	$252.94 	$26.54 	$84.85 	600	-8.6511	3.278577668	6.191271916	1	6.191271916	4.758311785	5.533136492
20101231	2010	BITA	BITAUTO HOLDINGS LTD  -ADR	CHN	Information	$178.14 	-1.083009611	($192.92)	$22.04 	$69.41 	$4.51 	$34.95 	1290	3.0243	1.506740514	5.182547304	1	5.182547304	3.092949724	4.240030949
20101231	2010	YOKU	YOUKU.COM INC -ADR	CHN	Information	$331.84 	-0.093456564	($31.01)	$39.94 	$58.65 	$4.74 	$28.86 	549	2.7502	1.556037136	5.804664979	1	5.804664979	3.687403365	4.071604625
20110331	2010	MOBI	SKY-MOBI LTD  -ADR	CHN	Information	$100.26 	0.207635994	$20.82 	$70.99 	$103.13 	$7.98 	$28.37 	534		2.077063717	4.60778676	1	4.60778676	4.262482675	4.635951542
20101231	2010	ISS	ISOFTSTONE HOLDINGS LTD -ADR	CHN	Prof Services	$343.03 	-0.00927613	($3.18)	$124.44 	$200.78 	$3.85 	$64.02 	9285	4.2882	1.348592494	5.837820822	0	0	4.8238076	5.302224723
20101231	2010	WIFI	BOINGO WIRELESS INC	USA	Information	$133.04 	0.118269628	$15.73 	$39.33 	$80.42 	$8.48 	$23.73 	135	-8.541	2.137120653	4.890612252	1	4.890612252	3.671987586	4.387262902
20101231	2010	LNKD	LINKEDIN CORP	USA	Information	$238.19 	0.064591835	$15.39 	$44.83 	$243.10 	$65.10 	$159.15 	990	0.4677	4.175985991	5.473060278	1	5.473060278	3.802788328	5.493468768
20101231	2010	TBOW	TRUNKBOW INTL HOLDINGS LTD	CHN	Prof Services	$51.67 	0.262087253	$13.54 	$4.84 	$24.39 	$1.20 	$5.69 			0.184818437	3.944799925	0	0	1.576294694	3.194091208
20101231	2010	MKTG	RESPONSYS INC	USA	Information	$71.90 	0.119582754	$8.60 	$35.14 	$94.07 	$10.60 	$39.67 	488	3.2788	2.360570942	4.275276265	1	4.275276265	3.559311625	4.544049816
20110131	2010	P	PANDORA MEDIA INC	USA	Information	$99.21 	-0.017780645	($1.76)	$79.34 	$137.76 	$6.74 	$57.17 		-5.2983	1.907466277	4.597228736	1	4.597228736	4.373717207	4.925542076
20101231	2010	NEWG	NEWGISTICS INC-REDH	USA	Prof Services	$48.25 	0.444108261	$21.43 	$128.33 	$174.56 	$2.23 	$28.34 	222		0.802449916	3.876478726	0	0	4.854612864	5.162279979
20101231	2010	AWAY	HOMEAWAY INC	USA	Information	$489.74 	0.03457739	$16.93 	$23.57 	$167.88 	$18.70 	$114.17 	842		2.928683939	6.193878722	1	6.193878722	3.15988986	5.123273265
20101231	2010	APAD	APACHE DESIGN SOLUTIONS-REDH	USA	Information	$52.71 	0.062681414	$3.30 	$6.21 	$44.05 	$11.52 	$29.37 	257		2.443737373	3.964824162	1	3.964824162	1.826321914	3.785257246
20101231	2010	QIHU	QIHOO 360 TECHNOLGY CO  -ADR	CHN	Information	$87.81 	0.096893222	$8.51 	$5.41 	$57.67 	$24.51 	$42.16 	860	0.233	3.198877178	4.475152613	1	4.475152613	1.68769441	4.054650404
20101231	2010	NQ	NETQIN MOBILE INC  -ADR	CHN	Prof Services	$48.40 	-0.203020412	($9.83)	$4.79 	$17.70 	$2.96 	$22.15 	378		1.084851373	3.879582455	0	0	1.566739158	2.873282114
20101231	2010	VNET	21VIANET GROUP INC	CHN	Information	$109.94 	-0.351974313	($38.70)	$56.57 	$79.58 	$3.02 	$52.40 	582	-7.83	1.104925651	4.699907474	1	4.699907474	4.035408098	4.37671254
20101231	2010	ELLI	ELLIE MAE INC	USA	Prof Services	$62.96 	0.012341953	$0.78 	$10.52 	$43.23 	$10.47 	$29.85 	190	-8.7672	2.348322985	4.14243607	0	0	2.353658363	3.766627223
20101231	2010	RENN	RENREN INC  -ADR	CHN	Information	$456.47 	-0.140544697	($64.16)	$10.36 	$76.54 	$23.70 	$51.49 	1570		3.165432853	6.123531743	1	6.123531743	2.338145268	4.337748153
20101231	2010	Z	ZILLOW INC  -REDH	USA	Information	$24.01 	-0.282097197	($6.77)	$3.27 	$30.47 	$7.80 	$32.33 	252		2.054123734	3.17859535	1	3.17859535	1.185706996	3.416644131
20101231	2010	DATE	JIAYUAN.COM INTL LTD	CHN	Information	$24.89 	0.101775956	$2.53 	$8.65 	$25.39 	$0.06 	$12.51 	382	-0.3246	-2.847312268	3.21438576	1	3.21438576	2.157906082	3.234434164
20101231	2010	YNDX	YANDEX NV	NLD	Information	$413.46 	0.302528183	$125.08 	$84.71 	$409.63 	$67.93 	$128.16 	2385	1.0371	4.218507205	6.024558356	1	6.024558356	4.439233658	6.015242107
20101231	2010	FENG	PHOENIX NEW MEDIA LTD  -ADR	CHN	Information	$67.77 	0.165641094	$11.23 	$44.14 	$80.11 	$4.70 	$22.29 	836	0.1641	1.54734972	4.216075351	1	4.216075351	3.787298433	4.383338274
20101231	2010	PEER	INTELEPEER INC  -REDH	USA	Information	$47.19 	-0.246233073	($11.62)	$91.03 	$111.55 	$4.07 	$17.31 	115		1.403397269	3.854118431	1	3.854118431	4.511233063	4.714463956
20101231	2010	WHSM	WHITESMOKE INC-REDH	ISR	Information	$0.97 	-1.982546201	($1.93)	$0.45 	$5.08 	$0.80 	$5.76 	67		-0.221894332	-0.026343975	1	-0.026343975	-0.807436327	1.625901639
20101231	2010	READ	CLOUDARY CORP  -ADR -REDH	CHN	Information	$123.32 	-0.055131199	($6.80)	$44.18 	$59.55 	$0.91 	$20.90 	778		-0.091019398	4.814815038	1	4.814815038	3.788294832	4.08678271
20101231	2010	TAOM	TAOMEE HOLDINGS LTD -ADR	CHN	Information	$53.03 	0.406810982	$21.57 	$4.98 	$36.25 	$4.65 	$11.95 	484		1.536652143	3.970895505	1	3.970895505	1.605630674	3.590466967
20101231	2010	XNET	XUNLEI LTD  -ADS - REDH	CHN	Information	$58.83 	0.14390617	$8.47 	$8.32 	$39.99 	$5.79 	$17.94 	860		1.755441207	4.074651929	1	4.074651929	2.11818137	3.688654429
20101231	2010	IMPV	IMPERVA INC  -REDH	USA	Information	$40.98 	-0.293164458	($12.01)	$11.16 	$55.38 	$13.21 	$55.36 			2.581276874	3.713010934	1	3.713010934	2.412604738	4.014254631
20101231	2010	5858B	ZYNGA INC -REDH	USA	Information	$1,112.57 	0.081428438	$90.60 	$136.57 	$597.46 	$149.52 	$335.28 	1483		5.007423475	7.014429731	1	7.014429731	4.916844626	6.392685662
20101231	2010	SKM	SK TELECOM CO LTD	KOR	Information	$20,035.12 	0.0606544	$1,215.22 	$3,994.69 	$13,652.37 	$239.15 	$5,473.60 	20143	15.6556	5.477074244	9.905241863	1	9.905241863	8.292721008	9.521668632
20101231	2010	BTM	BRASIL TELECOM SA	BRA	Information	$16,166.26 	0.073310073	$1,185.15 	$2,209.93 	$6,453.75 	$0.24 	$2,111.87 	17873	34.6725	-1.422958345	9.690681881	1	9.690681881	7.70071793	8.772417256
20101231	2010	FORTY	FORMULA SYSTEMS (1985) LTD	ISR	Information	$623.77 	0.029464528	$18.38 	$397.06 	$549.69 	$5.50 	$90.01 		14.5348	1.705293398	6.435776901	1	6.435776901	5.984094958	6.30936176
20100630	2010	TLSYY	TELSTRA CORP LTD	AUS	Information	$33,311.14 	0.098849346	$3,292.78 	$11,781.26 	$21,129.62 	$7.63 		41690	4.3262	2.032349934	10.41364703	1	10.41364703	9.374265752	9.958430937
20110331	2010	INFY	INFOSYS LTD	IND	Prof Services	$7,010.00 	0.213837375	$1,499.00 	$3,308.00 	$6,041.00 	$116.00 	$765.00 	130800	10.7156	4.753590191	8.85509298	0	0	8.104099056	8.70632484
20100831	2010	CTEL	CITY TELECOM (HONG KONG) LTD	HKG	Information	$289.47 	0.096319864	$27.88 	$70.16 	$202.45 	$1.44 	$71.68 	3232	5.6755	0.361861471	5.668062028	1	5.668062028	4.25070708	5.310497882
20101231	2010	TLSNY	TELIASONERA AB	SWE	Information	$37,113.04 	0.084840998	$3,148.71 	$6,876.14 	$16,094.45 	$118.65 	$3,746.69 	28945	8.3065	4.776169555	10.52172356	1	10.52172356	8.835813018	9.686229585
20101231	2010	TELNY	TELENOR ASA	NOR	Information	$29,324.16 	0.082984523	$2,433.45 	$11,178.19 	$16,101.28 	$65.70 		33220	27.4248	4.185098926	10.28616686	1	10.28616686	9.321719658	9.686654237
20101231	2010	DTEGY	DEUTSCHE TELEKOM	DEU	Information	$169,593.74 	0.013261669	$2,249.10 	$32,862.00 	$84,814.12 	$132.69 	$30,106.03 	246777	11.6786	4.888015581	12.04116111	1	12.04116111	10.40007238	11.34821733
20101231	2010	TNE	TELE NORTE LESTE PARTICIPACO	BRA	Information	$45,179.11 	0.019001391	$858.47 	$6,277.12 	$17,725.56 	$59.53 	$5,257.28 	28465	17.5668	4.086429991	10.71839016	1	10.71839016	8.744666078	9.782763058
20101231	2010	TMICY	TREND MICRO INC	JPN	Information	$2,523.56 	0.061718019	$155.75 	$124.21 	$1,167.99 	$43.43 	$672.38 	4846	9.7669	3.771173472	7.83342509	1	7.83342509	4.821949529	7.06304217
20110331	2010	DCM	NTT DOCOMO INC	JPN	Information	$82,063.71 	0.072219434	$5,926.60 	$18,841.60 	$51,042.45 	$1,318.37 	$13,533.43 	22954	14.1336	7.18414837	11.31525123	1	11.31525123	9.843822576	10.84041288
20100930	2010	ACTI	ACTIVIDENTITY CORP	USA	Prof Services	$113.73 	-0.050252361	($5.72)	$15.07 	$57.71 	$15.89 	$49.19 	218	1.908	2.765815838	4.733792047	0	0	2.712440549	4.055361154
20101231	2010	LOV	SPARK NETWORKS INC	USA	Information	$36.57 	0.101290746	$3.70 	$13.75 	$40.85 	$3.09 	$19.20 	144	1.2323	1.128818131	3.599173541	1	3.599173541	2.620966094	3.709931301
20101231	2010	CHT	CHUNGHWA TELECOM LTD	TWN	Information	$15,590.63 	0.104793834	$1,633.80 	$2,857.69 	$6,946.81 	$111.53 	$952.09 	27165	12.9025	4.714302579	9.654425436	1	9.654425436	7.957767835	8.846037696
20101231	2010	ITRN	ITURAN LOCATION & CONTROL	ISR	Information	$188.34 	0.046202693	$8.70 	$59.42 	$147.83 	$0.48 	$40.83 	1315	5.2829	-0.731888009	5.238270078	1	5.238270078	4.08454672	4.996029142
20101231	2010	CHA	CHINA TELECOM CORP LTD	CHN	Information	$61,720.46 	0.038686154	$2,387.73 	$13,589.24 	$33,312.73 	$81.82 	$8,262.12 	313322	43.3336	4.404497268	11.03037068	1	11.03037068	9.517033729	10.4136948
20101231	2010	LTON	LINKTONE LTD  -ADR	CHN	Information	$191.28 	-0.003027024	($0.58)	$44.87 	$69.62 	$2.81 	$23.52 	472	3.1364	1.033895974	5.253722639	1	5.253722639	3.803657981	4.243066246
20101231	2010	BLKB	BLACKBAUD INC	USA	Information	$328.09 	0.090843699	$29.81 	$116.55 	$327.09 	$45.53 	$147.18 	2065	2.767	3.818305557	5.793291009	1	5.793291009	4.758277465	5.790247591
20101231	2010	BBBB	BLACKBOARD INC	USA	Information	$847.15 	0.019647052	$16.64 	$112.77 	$447.32 	$55.01 	$237.16 	1780	11.7719	4.007496808	6.741877775	1	6.741877775	4.725368081	6.103269751
20101231	2010	3MMRF	MMRGLOBAL INC	USA	Information	$2.23 	-8.034111311	($17.90)	$0.55 	$0.97 	$0.32 	$7.29 	8	-0.0185	-1.130102956	0.801104322	1	0.801104322	-0.599656837	-0.028399475
20101231	2010	SNDA	SHANDA INTERACTIVE-ADR	CHN	Information	$2,256.49 	0.041237977	$93.05 	$235.68 	$844.28 	$103.54 	$389.07 	8431	23.4512	4.639958012	7.721564901	1	7.721564901	5.462466467	6.738485378
20101231	2010	VELT	VELTI PLC	IRL	Information	$209.17 	-0.074911076	($15.67)	$39.40 	$116.27 	$7.84 	$53.37 	550	0.9413	2.059238834	5.343137757	1	5.343137757	3.673791197	4.755906472
20101231	2010	MEDH	MEDQUIST HOLDINGS INC	VGB	Information	$414.88 	0.020504774	$8.51 	$259.19 	$417.33 	$12.03 	$75.80 	12000	1.2498	2.48740353	6.027986912	1	6.027986912	5.557576816	6.033867691
